price,area,floor_number,bedroom_number,is_dinning_room,is_kitchen,is_terrace,is_car_pack,type,street_in_front_of_house,width,district
12.5,70.0,7.0,18.0,0,0,0,0,Nhà mặt phố,3.0,5.834717791411043,Nam Từ Liêm
11.9,60.0,7.0,13.0,0,0,0,0,Nhà mặt phố,3.0,5.834717791411043,Ba Đình
14.5,75.0,7.0,18.0,0,0,0,0,Nhà mặt phố,3.0,5.834717791411043,Cầu Giấy
12.5,65.0,7.0,18.0,0,0,0,0,Nhà mặt phố,3.0,5.834717791411043,Tây Hồ
13.5,67.0,7.0,18.0,0,0,0,0,Nhà mặt phố,3.0,5.834717791411043,Cầu Giấy
12.5,65.0,7.0,15.0,0,0,0,0,Nhà mặt phố,8.498443223443223,5.834717791411043,Cầu Giấy
14.0,75.0,7.0,20.0,0,0,0,0,Nhà mặt phố,3.0,5.834717791411043,Cầu Giấy
14.5,70.0,7.0,18.0,0,0,0,0,Nhà mặt phố,3.0,5.834717791411043,Cầu Giấy
13.5,70.0,7.0,18.0,0,0,0,0,Nhà mặt phố,3.0,5.834717791411043,Cầu Giấy
15.0,73.0,7.0,17.0,0,0,0,0,Nhà mặt phố,3.0,5.834717791411043,Cầu Giấy
17.9,45.0,6.0,6.0,1,1,1,1,Nhà trong hẻm,4.0,4.1,Đống Đa
14.5,50.0,6.0,6.0,1,1,1,1,Nhà mặt phố,5.0,3.5,Hoàng Mai
20.5,50.0,4.0,5.0,1,1,1,1,Nhà mặt phố,8.0,6.3,Cầu Giấy
17.9,65.0,3.0,4.0,1,1,1,1,Nhà trong hẻm,5.0,5.0,Cầu Giấy
24.5,85.0,5.0,6.0,0,0,0,0,Nhà trong hẻm,10.0,5.0,Hai Bà Trưng
15.5,55.0,8.0,13.0,0,0,0,0,Nhà mặt phố,3.0,4.0,Thanh Xuân
10.0,70.0,5.0,5.0,0,0,0,0,Nhà mặt phố,4.0,5.834717791411043,Cầu Giấy
5.999,30.0,4.0,4.0,1,1,1,0,Nhà mặt phố,2.0,3.5,Hoàng Mai
2.2,79.0,5.0,5.0,0,0,0,0,Nhà mặt phố,4.0,4.5,Ngoại thành
1.8,79.0,5.0,5.0,0,0,0,0,Nhà mặt phố,4.0,4.0,Ngoại thành
15.0,200.0,1.0,10.0,1,1,1,1,Nhà mặt phố,6.0,5.834717791411043,Ngoại thành
2.8,100.0,5.0,5.0,0,0,0,0,Nhà mặt phố,6.0,5.5,Ngoại thành
61.0,122.0,1.0,2.0,1,1,1,1,Nhà mặt phố,10.0,5.8,Hai Bà Trưng
12.3,38.0,5.0,6.0,0,0,0,0,Nhà mặt phố,10.0,5.834717791411043,Thanh Xuân
45.0,82.0,10.0,8.0,0,0,0,0,Nhà mặt phố,20.0,5.834717791411043,Thanh Xuân
6.6,44.0,5.0,4.0,0,0,0,0,Nhà mặt phố,4.0,5.834717791411043,Tây Hồ
15.4,55.0,5.0,3.0,1,1,1,1,Nhà trong hẻm,7.0,4.1,Thanh Xuân
18.0,183.0,5.0,5.0,0,0,0,0,Nhà mặt phố,5.0,13.5,Đông Anh
10.5,65.0,5.0,5.0,0,0,0,0,Nhà mặt phố,5.0,5.834717791411043,Tây Hồ
13.0,60.0,5.0,3.0,1,1,1,1,Nhà mặt phố,5.0,5.834717791411043,Thanh Xuân
13.0,70.0,6.0,15.0,1,1,1,1,Nhà mặt phố,4.0,5.0,Thanh Xuân
76.8,295.0,4.0,4.0,1,1,1,1,Nhà mặt phố,12.0,15.0,Hà Đông
6.65,36.0,5.0,3.0,1,1,1,0,Nhà trong hẻm,2.0,5.4,Long Biên
6.0,35.0,5.0,4.0,1,1,1,0,Nhà mặt phố,3.0,5.834717791411043,Bắc Từ Liêm
7.1,45.0,5.0,4.0,0,0,0,0,Nhà trong hẻm,4.0,5.834717791411043,Tây Hồ
5.75,42.0,5.0,5.0,0,0,0,0,Nhà mặt phố,3.4,5.834717791411043,Nam Từ Liêm
2.3,68.0,5.0,5.0,0,0,0,0,Nhà mặt phố,6.0,5.834717791411043,Ngoại thành
16.0,74.0,7.0,17.0,1,1,1,1,Nhà mặt phố,9.0,5.0,Hà Đông
8.15,45.0,2.0,5.0,0,0,0,0,Nhà trong hẻm,4.5,4.2,Hà Đông
15.85,127.0,2.0,5.0,0,0,0,0,Nhà trong hẻm,3.0,15.0,Hà Đông
9.25,61.0,5.0,9.0,0,0,0,0,Nhà trong hẻm,3.0,4.5,Hà Đông
7.5,98.0,5.0,5.0,0,0,0,0,Nhà mặt phố,8.0,5.0,Gia Lâm
8.3,35.0,5.0,5.0,0,0,0,0,Nhà trong hẻm,3.0,4.6,Hai Bà Trưng
6.6,30.0,5.0,5.0,0,0,0,0,Nhà trong hẻm,2.5,4.0,Hai Bà Trưng
28.0,120.0,5.0,5.0,0,0,0,0,Nhà mặt phố,8.498443223443223,5.834717791411043,Hai Bà Trưng
19.8,110.0,5.0,5.0,0,0,0,0,Nhà mặt phố,8.498443223443223,5.834717791411043,Ba Đình
14.5,65.0,5.0,5.0,0,0,0,0,Nhà mặt phố,8.498443223443223,5.834717791411043,Hai Bà Trưng
16.9,85.0,5.0,5.0,0,0,0,0,Nhà mặt phố,8.498443223443223,5.834717791411043,Cầu Giấy
9.8,45.0,5.0,4.0,0,0,0,0,Nhà trong hẻm,4.0,5.834717791411043,Hà Đông
24.3,120.0,4.0,8.0,1,1,1,1,Nhà mặt phố,9.0,5.0,Thanh Xuân
7.95,32.0,5.0,3.0,0,0,0,0,Nhà trong hẻm,3.0,5.834717791411043,Hai Bà Trưng
4.88,39.0,5.0,5.0,0,0,0,0,Nhà mặt phố,3.0,5.834717791411043,Nam Từ Liêm
5.75,50.0,5.0,5.0,0,0,0,0,Nhà mặt phố,4.0,5.834717791411043,Nam Từ Liêm
10.6,40.0,5.0,6.0,1,1,1,1,Nhà trong hẻm,5.0,3.4,Hà Đông
18.5,55.0,7.0,12.0,1,1,1,1,Nhà trong hẻm,5.0,3.8,Cầu Giấy
